category,name,parent,body_md,source,tags
subclass,Guardian,UA Ranger,"## Guardian
*UA Ranger Subclass*


*Source: UA:RO*",UA:RO,subclass;ua ranger;ua
background,Guild Artisan,,"## Guild Artisan

**Skill Proficiencies:** Insight, Persuasion
**Tool Proficiencies:** Artisan's tools
**Languages:** 1 of your choice

### Feature: Guild Membership

As an established and respected member of a guild, you can rely on certain benefits that membership provides. Your fellow guild members will provide you with lodging and food if necessary, and pay for your funeral if needed. In some cities and towns, a guildhall offers a central place to meet other members of your profession, which can be a good place to meet potential patrons, allies, or hirelings.
Guilds often wield tremendous political power. If you are accused of a crime, your guild will support you if a good case can be made for your innocence or the crime is justifiable. You can also gain access to powerful political figures through the guild, if you are a member in good standing. Such connections might require the donation of money or magic items to the guild's coffers.
You must pay dues of 5 gp per month to the guild. If you miss payments, you must make up back dues to remain in the guild's good graces.

*Source: PHB*",PHB,background;phb
feat,Guile of the Cloud Giant,,"## Guile of the Cloud Giant

**Prerequisite:** None

You've manifested the confounding magic emblematic of cloud giants, granting you the following benefits:
- **Cloudy Escape:** When a creature you can see hits you with an attack roll, you can use your reaction to give yourself resistance to that attack's damage. You then teleport to an unoccupied space that you can see within 30 feet of yourself. You can use this reaction a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.

*Source: BGG*",BGG,feat;bgg
feat,Gunner,,"## Gunner

**Prerequisite:** None
**Ability Score Increase:** DEX +1

You have a quick hand and keen eye when employing firearms, granting you the following benefits:
- You gain proficiency with firearms (see ""Firearms|DMG"" in the Dungeon Master's Guide).
- You ignore the LD|PHB|loading property of firearms.
- Being within 5 feet of a hostile creature doesn't impose disadvantage on your ranged attack rolls.

*Source: TCE*",TCE,feat;tce
subclass,Gunsmith,Artificer,"## Gunsmith
*Artificer Subclass*


*Source: UA: Artif*",UA: Artif,subclass;artificer;ua
race,Half-Elf,,"## Half-Elf

*Medium | Speed 30 ft.*

**Ability Score Increases:** CHA +2

### Racial Traits

Flexible Ability Score Increase: Two +1's to ability scores of your choice.

**Languages:** Common

*Source: Player's Handbook*",Player's Handbook,race;medium;phb
race,"Half-Elf, Mark of Detection",Half-Elf,"## Half-Elf, Mark of Detection

*Medium | Speed 30 ft.*

**Ability Score Increases:** WIS +2

### Racial Traits

Flexible Ability Score Increase: One +1's to ability scores of your choice.

**Languages:** Common

*Source: Eberron: Rising from the Last War*",Eberron: Rising from the Last War,race;medium;ebr
race,"Half-Elf, Mark of Storm",Half-Elf,"## Half-Elf, Mark of Storm

*Medium | Speed 30 ft.*

**Ability Score Increases:** DEX +1, CHA +2

### Racial Traits


**Age.** Half-elves mature at the same rate humans do and reach adulthood around the age of 20. They live much longer than humans, however, often exceeding 180 years.

**Size.** Half-elves are about the same size as humans, ranging from 5 to 6 feet tall. Your size is Medium.

**Darkvision.** Thanks to your elf blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

**Fey Ancestry.** You have advantage on saving throws against being charmed, and magic can't put you to sleep.

**Skill Versatility.** You gain proficiency in two skills of your choice.

**Languages.** You can speak, read, and write Common, Elvish, and one extra language of your choice.

**Languages:** Common

*Source: Eberron: Rising from the Last War*",Eberron: Rising from the Last War,race;medium;ebr
race,"Half-Elf, Variants",Half-Elf,"## Half-Elf, Variants

*Medium | Speed 30 ft.*

**Ability Score Increases:** CHA +2

### Racial Traits

Flexible Ability Score Increase: Two +1's to ability scores of your choice.

**Languages:** Common

*Source: Sword Coast Adventurer's Guide*",Sword Coast Adventurer's Guide,race;medium;scag
race,Half-Orc,,"## Half-Orc

*Medium | Speed 30 ft.*

**Ability Score Increases:** STR +2, CON +1

### Racial Traits


**Age.** Half-orcs mature a little faster than humans, reaching adulthood around age 14. They age noticeably faster and rarely live longer than 75 years.

**Size.** Half-orcs are somewhat larger and bulkier than humans, and they range from 5 to well over 6 feet tall. Your size is Medium.

**Darkvision.** Thanks to your orc blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

**Menacing.** You gain proficiency in the Intimidation skill.

**Relentless Endurance.** When you are reduced to 0 hit points but not killed outright, you can drop to 1 hit point instead. You can't use this feature again until you finish a long rest.

**Savage Attacks.** When you score a critical hit with a melee weapon attack, you can roll one of the weapon's damage dice one additional time and add it to the extra damage of the critical hit.

**Languages.** You can speak, read, and write Common and Orc. Orc is a harsh, grating language with hard consonants. It has no script of its own but is written in the Dwarvish script.

**Languages:** Common

*Source: Player's Handbook*",Player's Handbook,race;medium;phb
race,"Half-Orc, Mark of Finding",Half-Orc,"## Half-Orc, Mark of Finding

*Medium | Speed 30 ft.*

**Ability Score Increases:** CON +1, WIS +2

### Racial Traits


**Age.** Half-orcs mature a little faster than humans, reaching adulthood around age 14. They age noticeably faster and rarely live longer than 75 years.

**Size.** Half-orcs are somewhat larger and bulkier than humans, and they range from 5 to well over 6 feet tall. Your size is Medium.

**Darkvision.** Thanks to your orc blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

**Menacing.** You gain proficiency in the Intimidation skill.

**Relentless Endurance.** When you are reduced to 0 hit points but not killed outright, you can drop to 1 hit point instead. You can't use this feature again until you finish a long rest.

**Savage Attacks.** When you score a critical hit with a melee weapon attack, you can roll one of the weapon's damage dice one additional time and add it to the extra damage of the critical hit.

**Languages.** You can speak, read, and write Common and Orc. Orc is a harsh, grating language with hard consonants. It has no script of its own but is written in the Dwarvish script.

**Languages:** Common

*Source: Eberron: Rising from the Last War*",Eberron: Rising from the Last War,race;medium;ebr
race,"Halfling, Ghostwise",Halfling,"## Halfling, Ghostwise

*Small | Speed 30 ft.*

**Ability Score Increases:** DEX +2, WIS +1

### Racial Traits


**Brave.** You have Advantage|XPHB on saving throws you make to avoid or end the XPHB condition.

**Halfling Nimbleness.** You can move through the space of any creature that is a size larger than you, but you can't stop in the same space.

**Luck.** When you roll a 1 on the d20 of a D20 Test|XPHB, you can reroll the die, and you must use the new roll.

**Naturally Stealthy.** You can take the XPHB action even when you are obscured only by a creature that is at least one size larger than you.

**Languages:** Common

*Source: Sword Coast Adventurer's Guide*",Sword Coast Adventurer's Guide,race;small;scag
race,"Halfling, Lightfoot",Halfling,"## Halfling, Lightfoot

*Small | Speed 30 ft.*

**Ability Score Increases:** DEX +2, CHA +1

### Racial Traits


**Brave.** You have Advantage|XPHB on saving throws you make to avoid or end the XPHB condition.

**Halfling Nimbleness.** You can move through the space of any creature that is a size larger than you, but you can't stop in the same space.

**Luck.** When you roll a 1 on the d20 of a D20 Test|XPHB, you can reroll the die, and you must use the new roll.

**Naturally Stealthy.** You can take the XPHB action even when you are obscured only by a creature that is at least one size larger than you.

**Languages:** Common

*Source: Player's Handbook*",Player's Handbook,race;small;phb
race,"Halfling, Mark of Healing",Halfling,"## Halfling, Mark of Healing

*Small | Speed 30 ft.*

**Ability Score Increases:** DEX +2, WIS +1

### Racial Traits


**Brave.** You have Advantage|XPHB on saving throws you make to avoid or end the XPHB condition.

**Halfling Nimbleness.** You can move through the space of any creature that is a size larger than you, but you can't stop in the same space.

**Luck.** When you roll a 1 on the d20 of a D20 Test|XPHB, you can reroll the die, and you must use the new roll.

**Naturally Stealthy.** You can take the XPHB action even when you are obscured only by a creature that is at least one size larger than you.

**Languages:** Common

*Source: Eberron: Rising from the Last War*",Eberron: Rising from the Last War,race;small;ebr
race,"Halfling, Mark of Hospitality",Halfling,"## Halfling, Mark of Hospitality

*Small | Speed 30 ft.*

**Ability Score Increases:** DEX +2, CHA +1

### Racial Traits


**Brave.** You have Advantage|XPHB on saving throws you make to avoid or end the XPHB condition.

**Halfling Nimbleness.** You can move through the space of any creature that is a size larger than you, but you can't stop in the same space.

**Luck.** When you roll a 1 on the d20 of a D20 Test|XPHB, you can reroll the die, and you must use the new roll.

**Naturally Stealthy.** You can take the XPHB action even when you are obscured only by a creature that is at least one size larger than you.

**Languages:** Common

*Source: Eberron: Rising from the Last War*",Eberron: Rising from the Last War,race;small;ebr
race,"Halfling, Stout",Halfling,"## Halfling, Stout

*Small | Speed 30 ft.*

**Ability Score Increases:** DEX +2, CON +1

### Racial Traits


**Brave.** You have Advantage|XPHB on saving throws you make to avoid or end the XPHB condition.

**Halfling Nimbleness.** You can move through the space of any creature that is a size larger than you, but you can't stop in the same space.

**Luck.** When you roll a 1 on the d20 of a D20 Test|XPHB, you can reroll the die, and you must use the new roll.

**Naturally Stealthy.** You can take the XPHB action even when you are obscured only by a creature that is at least one size larger than you.

**Languages:** Common

*Source: Player's Handbook*",Player's Handbook,race;small;phb
background,Harborfolk,,"## Harborfolk

**Skill Proficiencies:** Athletics, Sleight of hand
**Tool Proficiencies:** Gaming set , vehicles (water)

*Source: EE(AL)*",EE(AL),background;ee
feat,Harper Agent,,"## Harper Agent

**Prerequisite:** None

You gain the following benefits.

**Thieves' Cant.** You know Thieves' Cant.

**Instrument Training.** You gain proficiency with a XPHB of your choice.

**Distracting Melody.** When you take the XPHB action to assist an ally's attack roll, the enemy you're distracting can be within 30 feet of you, rather than within 5 feet of you, provided the enemy can see or hear you.

*Source: FRHoF*",FRHoF,feat;frhof
feat,Harper Teamwork,,"## Harper Teamwork

**Prerequisite:** None

You gain the following benefits.

**Withering Wordplay.** When you take the XPHB action to assist an ally's attack roll against an enemy, that enemy also has Disadvantage|XPHB on the first saving throw it makes before the start of your next turn.

**Inspiring Willpower.** If you succeed on a saving throw to end the XPHB or XPHB condition on yourself, you can choose one ally you can see within 30 feet of yourself that has the same condition. That condition immediately ends for that ally.

*Source: FRHoF*",FRHoF,feat;frhof
background,Haunted One,,"## Haunted One

**Skill Proficiencies:** Choose 2: arcana, Investigation, Religion, Survival
**Languages:** 1 of your choice

### Feature: Heart of Darkness

Those who look into your eyes can see that you have faced unimaginable horror and that you are no stranger to darkness. Though they might fear you, commoners will extend you every courtesy and do their utmost to help you. Unless you have shown yourself to be a danger to them, they will even take up arms to fight alongside you, should you find yourself facing an enemy alone.

*Source: CoS*",CoS,background;cos
feat,Healer,,"## Healer

**Prerequisite:** None

You are an able physician, allowing you to mend wounds quickly and get your allies back in the fight. You gain the following benefits:
- When you use a phb to stabilize a dying creature, that creature also regains 1 hit point.
- As an action, you can spend one use of a phb to tend to a creature and restore 1d6 + 4 hit points to it, plus additional hit points equal to the creature's maximum number of Hit Dice. The creature can't regain hit points from this feat again until it finishes a short or long rest.

*Source: PHB*",PHB,feat;phb
feat,Healer,,"## Healer

**Prerequisite:** None

You gain the following benefits.

**Battle Medic.** If you have a XPHB, you can expend one use of it and tend to a creature within 5 feet of yourself as a XPHB action. That creature can expend one of its Hit Point Dice|XPHB, and you then roll that die. The creature regains a number of Hit Points|XPHB equal to the roll plus your Proficiency|XPHB|Proficiency Bonus.

**Healing Rerolls.** Whenever you roll a die to determine the number of Hit Points|XPHB you restore with a spell or with this feat's Battle Medic benefit, you can reroll the die if it rolls a 1, and you must use the new roll.

*Source: XPHB*",XPHB,feat;xphb
feat,Heavily Armored,,"## Heavily Armored

**Prerequisite:** Proficiency with medium
**Ability Score Increase:** STR +1

You have trained to master the use of heavy armor, gaining the following benefits:
- You gain proficiency with heavy armor.

*Source: PHB*",PHB,feat;phb
feat,Heavily Armored,,"## Heavily Armored

**Prerequisite:** Proficiency with medium

You gain the following benefits.

**Armor Training.** You gain training with Heavy armor.

*Source: XPHB*",XPHB,feat;xphb
feat,Heavy Armor Master,,"## Heavy Armor Master

**Prerequisite:** Proficiency with heavy
**Ability Score Increase:** STR +1

You can use your armor to deflect strikes that would kill others. You gain the following benefits:
- While you are wearing heavy armor, bludgeoning, piercing, and slashing damage that you take from nonmagical attacks is reduced by 3.

*Source: PHB*",PHB,feat;phb
feat,Heavy Armor Master,,"## Heavy Armor Master

**Prerequisite:** Proficiency with heavy

You gain the following benefits.

**Damage Reduction.** When you're hit by an attack while you're wearing Heavy armor, any Bludgeoning, Piercing, and Slashing damage dealt to you by that attack is reduced by an amount equal to your Proficiency|XPHB|Proficiency Bonus.

*Source: XPHB*",XPHB,feat;xphb
background,Hermit,,"## Hermit

**Skill Proficiencies:** Medicine, Religion
**Tool Proficiencies:** Herbalism kit
**Languages:** 1 of your choice

- **Ability Scores::** 
- **Feat::** 
- **Skill Proficiencies::** 
- **Tool Proficiency::** 
- **Equipment::** 

*Source: PHB*",PHB,background;phb
subclass,Hexblade,Warlock,"## Hexblade
*Warlock Subclass*


*Source: XGE*",XGE,subclass;warlock;xge
background,Hillsfar Merchant,,"## Hillsfar Merchant

**Skill Proficiencies:** Insight, Persuasion
**Tool Proficiencies:** Vehicles (land), vehicles (water)

*Source: RoD(AL)*",RoD(AL),background;rod
background,Hillsfar Smuggler,,"## Hillsfar Smuggler

**Skill Proficiencies:** Perception, Stealth
**Tool Proficiencies:** Forgery kit
**Languages:** 1 of your choice

*Source: RoD(AL)*",RoD(AL),background;rod
race,Hobgoblin,,"## Hobgoblin

*Medium | Speed 30 ft.*

**Ability Score Increases:** CON +2, INT +1

### Racial Traits


**Age.** Hobgoblins mature at the same rate as humans and have lifespans similar in length to theirs.

**Size.** Hobgoblins are between 5 and 6 feet tall and weigh between 150 and 200 pounds. Your size is Medium.

**Darkvision.** You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.

**Martial Training.** You are proficient with two martial weapons|items|source=phb|category=basic|type=martial weapon of your choice and with light armor.

**Saving Face.** Hobgoblins are careful not to show weakness in front of their allies, for fear of losing status. If you miss with an attack roll or fail an ability check or a saving throw, you can gain a bonus to the roll equal to the number of allies you can see within 30 feet of you (maximum bonus of +5). Once you use this trait, you can't use it again until you finish a short or long rest.

**Languages.** You can speak, read, and write Common and Goblin.

**Languages:** Common

*Source: Volo's Guide to Monsters*",Volo's Guide to Monsters,race;medium;vgm
subclass,Horizon Walker,Ranger,"## Horizon Walker
*Ranger Subclass*


*Source: XGE*",XGE,subclass;ranger;xge
background,House Agent,,"## House Agent

**Skill Proficiencies:** Investigation, Persuasion
**Tool Proficiencies:** Special (See page)

### Feature: House Connections

As an agent of your house, you can always get food and lodging for yourself and your friends at a house enclave. When the house assigns you a mission, it will usually provide you with the necessary supplies and transportation. Beyond this, you have many old friends, mentors, and rivals in your house, and you may encounter one of them when you interact with a house business. The degree to which such acquaintances are willing to help you depends on your current standing in your house.

*Source: WGE*",WGE,background;wge
race,Human,,"## Human

*Medium | Speed 30 ft.*

**Ability Score Increases:** STR +1, DEX +1, CON +1, INT +1, WIS +1, CHA +1

### Racial Traits


**Resourceful.** You gain Heroic Inspiration|XPHB whenever you finish a Long Rest|XPHB.

**Skillful.** You gain proficiency in one skill of your choice.

**Versatile.** You gain an Origin feat|feats|category=o of your choice.

**Languages:** Common

*Source: Player's Handbook*",Player's Handbook,race;medium;phb
race,"Human, Gavony",Human,"## Human, Gavony

*Medium | Speed 30 ft.*

**Ability Score Increases:** STR +1, DEX +1, CON +1, INT +1, WIS +1, CHA +1

### Racial Traits


**Resourceful.** You gain Heroic Inspiration|XPHB whenever you finish a Long Rest|XPHB.

**Skillful.** You gain proficiency in one skill of your choice.

**Versatile.** You gain an Origin feat|feats|category=o of your choice.

**Languages:** Common

*Source: PS:Innistrad 8*",PS:Innistrad 8,race;medium;ps
race,"Human, Kessig",Human,"## Human, Kessig

*Medium | Speed 30 ft.*

**Ability Score Increases:** DEX +1, WIS +1

### Racial Traits


**Resourceful.** You gain Heroic Inspiration|XPHB whenever you finish a Long Rest|XPHB.

**Skillful.** You gain proficiency in one skill of your choice.

**Versatile.** You gain an Origin feat|feats|category=o of your choice.

**Languages:** Common

*Source: PS:Innistrad 8*",PS:Innistrad 8,race;medium;ps
race,"Human, Mark of Finding",Human,"## Human, Mark of Finding

*Medium | Speed 30 ft.*

**Ability Score Increases:** CON +1, WIS +2

### Racial Traits


**Resourceful.** You gain Heroic Inspiration|XPHB whenever you finish a Long Rest|XPHB.

**Skillful.** You gain proficiency in one skill of your choice.

**Versatile.** You gain an Origin feat|feats|category=o of your choice.

**Languages:** Common

*Source: Eberron: Rising from the Last War*",Eberron: Rising from the Last War,race;medium;ebr
race,"Human, Mark of Handling",Human,"## Human, Mark of Handling

*Medium | Speed 30 ft.*

**Ability Score Increases:** WIS +2

### Racial Traits

Ability Score Increase: One  +1's.

**Languages:** Common

*Source: Eberron: Rising from the Last War*",Eberron: Rising from the Last War,race;medium;ebr
race,"Human, Mark of Making",Human,"## Human, Mark of Making

*Medium | Speed 30 ft.*

**Ability Score Increases:** INT +2

### Racial Traits

Ability Score Increase: One  +1's.

**Languages:** Common

*Source: Eberron: Rising from the Last War*",Eberron: Rising from the Last War,race;medium;ebr
race,"Human, Mark of Passage",Human,"## Human, Mark of Passage

*Medium | Speed 30 ft.*

**Ability Score Increases:** DEX +2

### Racial Traits

Ability Score Increase: One  +1's.

**Languages:** Common

*Source: Eberron: Rising from the Last War*",Eberron: Rising from the Last War,race;medium;ebr
race,"Human, Mark of Sentinel",Human,"## Human, Mark of Sentinel

*Medium | Speed 30 ft.*

**Ability Score Increases:** CON +2, WIS +1

### Racial Traits


**Resourceful.** You gain Heroic Inspiration|XPHB whenever you finish a Long Rest|XPHB.

**Skillful.** You gain proficiency in one skill of your choice.

**Versatile.** You gain an Origin feat|feats|category=o of your choice.

**Languages:** Common

*Source: Eberron: Rising from the Last War*",Eberron: Rising from the Last War,race;medium;ebr
race,"Human, Nephalia",Human,"## Human, Nephalia

*Medium | Speed 30 ft.*

**Ability Score Increases:** INT +1, CHA +1

### Racial Traits


**Resourceful.** You gain Heroic Inspiration|XPHB whenever you finish a Long Rest|XPHB.

**Skillful.** You gain proficiency in one skill of your choice.

**Versatile.** You gain an Origin feat|feats|category=o of your choice.

**Languages:** Common

*Source: PS:Innistrad 8*",PS:Innistrad 8,race;medium;ps
race,"Human, Stensia",Human,"## Human, Stensia

*Medium | Speed 30 ft.*

**Ability Score Increases:** STR +1, CON +1

### Racial Traits


**Resourceful.** You gain Heroic Inspiration|XPHB whenever you finish a Long Rest|XPHB.

**Skillful.** You gain proficiency in one skill of your choice.

**Versatile.** You gain an Origin feat|feats|category=o of your choice.

**Languages:** Common

*Source: PS:Innistrad 8*",PS:Innistrad 8,race;medium;ps
race,"Human, Variant",Human,"## Human, Variant

*Medium | Speed 30 ft.*

**Ability Score Increases:** Flexible (see Traits)

### Racial Traits

Flexible Ability Score Increase: Two +1's to ability scores of your choice.

**Languages:** Common

*Source: Player's Handbook*",Player's Handbook,race;medium;phb
subclass,Hunter,Ranger,"## Hunter
*Ranger Subclass*


*Source: PHB*",PHB,subclass;ranger;phb
subclass,Hunter,Revised Ranger,"## Hunter
*Revised Ranger Subclass*


*Source: UA:RR*",UA:RR,subclass;revised ranger;ua
subclass,Illusion,Wizard,"## Illusion
*Wizard Subclass*


*Source: PHB*",PHB,subclass;wizard;phb
subclass,Immortal,Mystic,"## Immortal
*Mystic Subclass*


*Source: UA:M3*",UA:M3,subclass;mystic;ua
feat,Infernal Constitution,,"## Infernal Constitution

**Prerequisite:** Race: tiefling
**Ability Score Increase:** CON +1

Fiendish blood runs strong in you, unlocking a resilience akin to that possessed by some fiends. You gain the following benefits:
- You have resistance to cold and poison damage.
- You have advantage on saving throws against being poisoned.

*Source: XGE*",XGE,feat;xge
background,Inheritor,,"## Inheritor

**Skill Proficiencies:** Survival, And choose 1: arcana, History, Religion
**Tool Proficiencies:** Gaming set , musical instrument

### Feature: Inheritance

Choose or randomly determine your inheritance from the possibilities in the table below. Work with your Dungeon Master to come up with details: Why is your inheritance so important, and what is its full story? You might prefer for the DM to invent these details as part of the game, allowing you to learn more about your inheritance as your character does.
The Dungeon Master is free to use your inheritance as a story hook, sending you on quests to learn more about its history or true nature, or confronting you with foes who want to claim it for themselves or prevent you from learning what you seek. The DM also determines the properties of your inheritance and how they figure into the item's history and importance. For instance, the object might be a minor magic item, or one that begins with a modest ability and increases in potency with the passage of time. Or, the true nature of your inheritance might not be apparent at first and is revealed only when certain conditions are met.
When you begin your adventuring career, you can decide whether to tell your companions about your inheritance right away. Rather than attracting attention to yourself, you might want to keep your inheritance a secret until you learn more about what it means to you and what it can do for you.
| d8 | Object or item: |
|---|---|
| 1 | A document such as a map, a letter, or a journal |
| 2-3 | a trinket (see ""Trinkets"" in chapter 5 of the Player's Handbook) |
| 4 | an article of clothing |
| 5 | a piece of jewelry |
| 6 | an arcane book or formulary |
| 7 | a written story, song, poem, or secret |
| 8 | a tattoo or other body marking |

*Source: SCAG*",SCAG,background;scag
background,Initiate,,"## Initiate

**Skill Proficiencies:** Athletics, Intimidation
**Tool Proficiencies:** Gaming set , vehicles (land)

### Feature: Trials of the Five Gods

Your life is oriented around your participation in the five trials that will determine your worthiness in the afterlife. While you prepare for and undergo those trials, you have constant access to training. A comfortable place to live and regular meals are provided to you by servitor mummies (the anointed) under the supervision of viziers. You can enjoy these benefits only as long as you obey the societal norms of Naktamun—training for the trials (with or without your crop), obeying the orders of the gods, and following the instructions of their viziers. If you violate these norms, you risk being treated as a dissenter. See ""3"" for more information about undertaking the trials and their rewards.

*Source: PS:A*",PS:A,background;ps
feat,Initiate of High Sorcery,,"## Initiate of High Sorcery

**Prerequisite:** None

You've received training from magic-users affiliated with the Mages of High Sorcery.
Choose one of the three moons of Krynn to influence your magic: the black moon, Nuitari; the red moon, Lunitari; or the white moon, Solinari. You learn one cantrip of your choice from the wizard spell list and two 1st-level spells based on the moon you choose, as specified in the Lunar Spells table.
*[Table: Lunar Spells]*
| Moon | 1st-Level Spell |
|---|---|
| Nuitari | Choose two from dissonant whispers, false life, hex, and ray of sickness |
| Lunitari | Choose two from color spray, disguise self, feather fall, and longstrider |
| Solinari | Choose two from comprehend languages, detect evil and good, protection from evil and good, and shield |
You can cast each of the chosen 1st-level spells without a spell slot, and you must finish a long rest before you can cast them in this way again. You can also cast the spells using any spell slots you have.
Your spellcasting ability for this feat's spells is Intelligence, Wisdom, or Charisma (choose when you select this feat).

*Source: DSotDQ*",DSotDQ,feat;dsotdq
subclass,Inquisitive,Rogue,"## Inquisitive
*Rogue Subclass*


*Source: XGE*",XGE,subclass;rogue;xge
background,Inquisitor,,"## Inquisitor

**Skill Proficiencies:** Investigation, Religion
**Tool Proficiencies:** Artisan's tools , thieves' tools

### Feature: Legal Authority

As an inquisitor of the church, you have the authority to arrest criminals. In the absence of other authorities, you are authorized to pass judgement and even carry out sentencing. If you abuse this power, however, your superiors in the church might strip it from you.

*Source: PS:In*",PS:In,background;ps
feat,Inspiring Leader,,"## Inspiring Leader

**Prerequisite:** CHA 13+

You can spend 10 minutes inspiring your companions, shoring up their resolve to fight. When you do so, choose up to six friendly creatures (which can include yourself) within 30 feet of you who can see or hear you and who can understand you. Each creature can gain temporary hit points equal to your level + your Charisma modifier. A creature can't gain temporary hit points from this feat again until it has finished a short or long rest.

*Source: PHB*",PHB,feat;phb
feat,Inspiring Leader,,"## Inspiring Leader

**Prerequisite:** WIS 13+, CHA 13+

You gain the following benefits.

**Bolstering Performance.** When you finish a Short Rest|XPHB|Short or Long Rest|XPHB, you can give an inspiring performance: a speech, song, or dance. When you do so, choose up to six allies (which can include yourself) within 30 feet of yourself who witness the performance. The chosen creatures each gain Temporary Hit Points|XPHB equal to your character level plus the modifier of the ability you increased with this feat.

*Source: XPHB*",XPHB,feat;xphb
feat,Interception,,"## Interception

**Prerequisite:** None

When a creature you can see hits another creature within 5 feet of you with an attack roll, you can take a Reaction|XPHB to reduce the damage dealt to the target by 1d10 plus your Proficiency|XPHB|Proficiency Bonus. You must be holding a XPHB or a Simple or Martial weapon to use this Reaction|XPHB.

*Source: XPHB*",XPHB,feat;xphb
background,Iron Route Bandit,,"## Iron Route Bandit

**Skill Proficiencies:** Animal handling, Stealth
**Tool Proficiencies:** Gaming set , vehicles (land)

*Source: CoS(AL)*",CoS(AL),background;cos
race,Kalashtar,,"## Kalashtar

*Medium | Speed 30 ft.*

**Ability Score Increases:** WIS +2, CHA +1

### Racial Traits


**Age.** Kalashtar mature and age at the same rate as humans.

**Alignment.** The noble spirit tied to a kalashtar drives it toward lawful and good behavior. Most kalashtar combine strong self-discipline with compassion for all beings, but some kalashtar resist the virtuous influence of their spirit.

**Size.** Your size is Medium.

**Dual Mind.** You have advantage on all Wisdom saving throws.

**Mental Discipline.** You have resistance to psychic damage.

**Mind Link.** You can speak telepathically to any creature you can see, provided the creature is within a number of feet of you equal to 10 times your level. You don't need to share a language with the creature for it to understand your telepathic utterances, but the creature must be able to understand at least one language.
When you're using this trait to speak telepathically to a creature, you can use your action to give that creature the ability to speak telepathically with you for 1 hour or until you end this effect as an action. To use this ability, the creature must be able to see you and must be within this trait's range. You can give this ability to only one creature at a time; giving it to a creature takes it away from another creature who has it.

**Severed from Dreams.** Kalashtar sleep, but they don't connect to the plane of dreams as other creatures do. Instead, their minds draw from the memories of their otherworldly spirit while they sleep. As such, you are immune to spells and other magical effects that require you to dream, like dream, but not to spells and other magical effects that put you to sleep, like sleep.

**Languages.** You can speak, read, and write Common, Quori, and one other language of your choice.

**Languages:** Common

*Source: Eberron: Rising from the Last War*",Eberron: Rising from the Last War,race;medium;ebr
feat,Keen Mind,,"## Keen Mind

**Prerequisite:** None
**Ability Score Increase:** INT +1

You have a mind that can track time, direction, and detail with uncanny precision. You gain the following benefits:
- You always know which way is north.
- You always know the number of hours left before the next sunrise or sunset.
- You can accurately recall anything you have seen or heard within the past month.

*Source: PHB*",PHB,feat;phb
feat,Keen Mind,,"## Keen Mind

**Prerequisite:** INT 13+
**Ability Score Increase:** INT +1

You gain the following benefits.

**Lore Knowledge.** Choose one of the following skills: XPHB, XPHB, XPHB, XPHB, or XPHB. If you lack proficiency in the chosen skill, you gain proficiency in it, and if you already have proficiency in it, you gain Expertise|XPHB in it.

**Quick Study.** You can take the XPHB action as a Bonus Action|XPHB.

*Source: XPHB*",XPHB,feat;xphb
feat,Keenness of the Stone Giant,,"## Keenness of the Stone Giant

**Prerequisite:** None

You've manifested the physical talents emblematic of stone giants, granting you the following benefits:
- **Cavernous Sight:** You gain darkvision with a range of 60 feet. If you already have darkvision from another source, its range increases by 60 feet.
- **Stone Throw:** As a bonus action, you can take a rock and make a magical attack with it. The attack is a ranged spell attack with a range of 60 feet that uses the ability score you increased with this feat as the spellcasting ability. On a hit, the rock deals 1d10 force damage, and the target must succeed on a Strength saving throw (DC equals 8 + your proficiency bonus + the spellcasting ability modifier) or have the prone condition. You can use this bonus action a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.

*Source: BGG*",BGG,feat;bgg
race,Kenku,,"## Kenku

*Medium | Speed 30 ft.*

**Ability Score Increases:** DEX +2, WIS +1

### Racial Traits


**Age.** Kenku have shorter lifespans than humans. They reach maturity at about 12 years old and can live to 60.

**Size.** Kenku are around 5 feet tall and weigh between 90 and 120 pounds. Your size is Medium.

**Expert Forgery.** You can duplicate other creatures' handwriting and craftwork. You have advantage on all checks made to produce forgeries or duplicates of existing objects.

**Kenku Training.** You are proficient in your choice of two of the following skills: Acrobatics, Deception, Stealth, and Sleight of Hand.

**Mimicry.** You can mimic sounds you have heard, including voices. A creature that hears the sounds can tell they are imitations with a successful Wisdom (Insight) check opposed by your Charisma (Deception) check.

**Languages.** You can read and write Common and Auran, but you can only speak using your Mimicry trait.

**Languages:** Common

*Source: Volo's Guide to Monsters*",Volo's Guide to Monsters,race;medium;vgm
subclass,Kensei,Monk,"## Kensei
*Monk Subclass*


*Source: XGE*",XGE,subclass;monk;xge
